"Donald Duck Finds Pirate Gold","Four Color",9,1942,10,1942,5,-1
"Doughnut Dare","Uncle Scrooge",12,1955,12,1955,6,2
"A Sweat Deal","Uncle Scrooge",12,1955,12,1955,6,2
"Gopher Goof-Ups","Comics and Stories",189,1956,6,1955,6,30
"In the Swim","Comics and Stories",190,1956,7,1955,7,14
"Land Beneath the Ground!","Uncle Scrooge",13,1956,3,1955,8,18
"Trapped Lightning","Uncle Scrooge",13,1956,3,1955,9,1
"The Art of Security","Uncle Scrooge",13,1956,3,1955,9,1
"Fashion Forecast","Uncle Scrooge",13,1956,3,1955,9,1
"Mush!","Uncle Scrooge",13,1956,3,1955,9,1
"Camping Confusion","Comics and Stories",191,1956,8,1955,9,1
"The Master","Comics and Stories",192,1956,9,1955,9,22
"A Whale of a Story","Comics and Stories",193,1956,10,1955,9,29
"Smoke Writer in the Sky","Comics and Stories",194,1956,11,1955,9,29
"Inventor of Anything","Uncle Scrooge",14,1956,6,1955,10,1
"The Lost Crown of Genghis Khan!","Uncle Scrooge",14,1956,6,1955,11,3
"Luncheon Lament","Uncle Scrooge",14,1956,6,1955,11,17
"The Runaway Train","Comics and Stories",195,1956,12,1955,11,23
"Gold Rush","Uncle Scrooge",14,1956,6,1955,12,8
"Fireflies are Free","Uncle Scrooge",14,1956,6,1955,12,8
"Early to Build","Uncle Scrooge",17,1957,3,1955,12,8
"Statues of Limitations","Comics and Stories",196,1957,1,1955,12,22
"Borderline Hero","Comics and Stories",197,1957,2,1956,1,5
"The Second-Richest Duck","Uncle Scrooge",15,1956,9,1956,2,2
"Migrating Millions","Uncle Scrooge",15,1956,9,1956,2,9
"The Cat Box","Uncle Scrooge",15,1956,9,1956,2,9
"China Shop Shakeup","Uncle Scrooge",17,1957,3,1956,2,13
"Buffo or Bust","Uncle Scrooge",15,1956,9,1956,2,23
"Pound for Sound","Uncle Scrooge",15,1956,9,1956,2,23
"Fertile Assets","Uncle Scrooge",16,1956,12,1956,2,23
"Grandma's Present","Christmas Parade",8,1956,12,1956,3,1
"Knight in Shining Armor","Comics and Stories",198,1957,3,1956,3,15
"Fearsome Flowers","Comics and Stories",214,1958,7,1956,3,15
"Donald's Pet Service","Comics and Stories",200,1957,5,1956,4,5
"Back to Long Ago!","Uncle Scrooge",16,1956,12,1956,4,26
"The Colossalest Surprise Quiz Show","Uncle Scrooge",16,1956,12,1956,5,17
"Forecasting Follies","Uncle Scrooge",16,1956,12,1956,5,17
"Backyard Bonanza","Uncle Scrooge",16,1956,12,1956,5,24
"All Season Hat","Donald Duck",51,1957,1,1956,5,24
"The Eyes Have It","Uncle Scrooge",17,1957,3,1956,5,24
"Relative Reaction","Uncle Scrooge",18,1957,6,1956,5,24
"The Secret Book","Uncle Scrooge",31,1960,9,1956,5,24
"Tree Trick","Uncle Scrooge",33,1961,3,1956,5,24
"In Kakimaw Country","Comics and Stories",202,1957,7,1956,5,31
"The Lost Peg Leg Mine","Donald Duck",52,1957,3,1956,6,14
"Losing Face","Comics and Stories",204,1957,9,1956,6,21
"The Day Duckburg Got Dyed","Comics and Stories",201,1957,6,1956,7,5
"Fishing Mystery","Uncle Scrooge",17,1957,3,1956,8,-1
"A Cold Bargain","Uncle Scrooge",17,1957,3,1956,8,2
"Gyro's Imagination Invention","Comics and Stories",199,1957,4,1956,9,20
"Red Apple Sap","Comics and Stories",205,1957,10,1956,9,25
"The Sure-Fire Gold Finder","Uncle Scrooge",18,1957,6,1956,10,11
"Special Delivery","Comics and Stories",203,1957,8,1956,10,11
"The Code of Duckburg","Comics and Stories",208,1958,1,1956,10,18
"Land of the Pygmy Indians","Uncle Scrooge",18,1957,6,1956,11,15
"Net Worth","Uncle Scrooge",18,1957,6,1956,11,15
"Forbidden Valley","Donald Duck",54,1957,7,1956,12,13
"Sagmore Springs Hotel","Comics and Stories",206,1957,11,1957,1,17
"The Tenderfoot Trap","Comics and Stories",207,1957,12,1957,1,17
"The Mines of King Solomon","Uncle Scrooge",19,1957,9,1957,2,15
"Gyro Builds a Better House","Uncle Scrooge",19,1957,9,1957,2,28
"History Tossed","Uncle Scrooge",19,1957,9,1957,2,28
"Wishing Stone Island","Comics and Stories",211,1958,4,1957,4,18
"Rocket Race Around the World","Comics and Stories",212,1958,5,1957,4,18
"Roscoe the Robot","Uncle Scrooge",20,1957,12,1957,4,25
"City of Golden Roofs","Uncle Scrooge",20,1957,12,1957,5,23
"Getting Thor","Uncle Scrooge",21,1958,3,1957,6,6
"Dogged Determination","Uncle Scrooge",21,1958,3,1957,6,6
"Forgotten Precaution","Uncle Scrooge",21,1958,3,1957,6,6
"The Big Bobber","Uncle Scrooge",33,1961,3,1957,6,6
"Windfall of the Mind","Uncle Scrooge",21,1958,3,1957,6,20
"The Titanic Ants!","Donald Duck",60,1958,7,1957,6,20
"Rescue Enhancement","Uncle Scrooge",20,1957,12,1957,7,25
"The Persistent Postman","Comics and Stories",209,1958,2,1957,7,25
"The Half-Baked Baker","Comics and Stories",210,1958,3,1957,7,25
"Dodging Miss Daisy","Comics and Stories",213,1958,6,1957,7,25
"The Money Well","Uncle Scrooge",21,1958,3,1957,8,22
"Mocking Bird Ridge","Comics and Stories",215,1958,8,1957,9,19
"Old Froggie Catapult","Comics and Stories",216,1958,9,1957,10,1
"Going to Pieces","Uncle Scrooge",22,1958,6,1957,10,31
"High Rider","Uncle Scrooge",22,1958,6,1957,10,31
"That Sinking Feeling","Uncle Scrooge",22,1958,6,1957,10,31
"Water Ski Race","Donald Duck",60,1958,7,1957,10,31
"The Balmy Swami","Uncle Scrooge",31,1960,9,1957,10,31
"The Windy Story","Uncle Scrooge",37,1962,3,1957,10,31
"The Golden River","Uncle Scrooge",22,1958,6,1957,11,21
"Moola on the Move","Uncle Scrooge",23,1958,9,1957,12,5
"Thumbs Up","Uncle Scrooge",33,1961,3,1957,12,5
"The Know-It-All Machine","Uncle Scrooge",22,1958,3,1957,12,12
"The Strange Shipwrecks","Uncle Scrooge",23,1958,9,1957,12,31
"The Fabulous Tycoon","Uncle Scrooge",23,1958,9,1958,1,9
"Gyro Goes for a Dip","Uncle Scrooge",23,1958,9,1958,1,9
"Bill Wind","Uncle Scrooge",25,1959,3,1958,1,10
"The Twenty-four Carat Moon","Uncle Scrooge",24,1958,12,1958,1,20
"The House on Cyclone Hill","Uncle Scrooge",24,1958,12,1958,1,20
"Noble Porpoises","Comics and Stories",218,1958,11,1958,2,14
"The Magic Ink","Uncle Scrooge",24,1958,12,1958,2,17
"The Sleepies","Donald Duck",81,1962,1,1958,2,17
"Tracking Sandy","Comics and Stories",221,1959,2,1958,3,5
"The Littlest Chicken Thief","Comics and Stories",219,1958,12,1958,3,12
"The Beachcombers' Picnic","Comics and Stories",224,1959,5,1958,3,19
"Lights Out","Uncle Scrooge",23,1958,9,1958,3,25
"Dramatic Donald","Comics and Stories",217,1958,10,1958,4,4
"Christmas in Duckburg","Christmas Parade",9,1958,12,1958,4,6
"Rocket-Roasted Christmas Turkey","Comics and Stories",220,1959,1,1958,4,14
"The Master Mover","Comics and Stories",222,1959,3,1958,4,14
"Spring Fever","Comics and Stories",223,1959,4,1958,4,18
"The Flying Dutchman","Uncle Scrooge",25,1959,3,1958,4,20
"Pyramid Scheme","Uncle Scrooge",25,1959,3,1958,4,20
"The Wishing Well","Uncle Scrooge",25,1959,3,1958,6,9
"Immovable Miser","Uncle Scrooge",25,1959,3,1958,6,9
"Return to Pizen Bluff","Uncle Scrooge",26,1959,6,1958,6,16
"Krankenstein Gyro","Uncle Scrooge",26,1959,6,1958,6,16
"The Money Champ","Uncle Scrooge",27,1959,9,1958,7,12
"His Handy Andy","Uncle Scrooge",27,1959,9,1958,7,12
"The Firefly Tracker","Uncle Scrooge",27,1959,9,1958,7,15
"The Prize of Pizarro","Uncle Scrooge",26,1959,6,1958,8,11
"The Lovelorn Fireman","Comics and Stories",225,1959,6,1958,8,15
"Kitty-Go-Round","Uncle Scrooge",25,1959,3,1958,9,9
"Poor Loser","Donald Duck",79,1961,9,1958,9,9
"The Floating Island","Comics and Stories",226,1959,7,1958,9,16
"Crawls for Cash","Uncle Scrooge",27,1959,9,1958,10,1
"The Black Forest Rescue","Comics and Stories",227,1959,8,1958,10,10
"The Good Deeds","Comics and Stories",229,1959,10,1958,10,15
"Black Wednesday","Comics and Stories",230,1959,11,1958,10,30
"All Choked Up","Uncle Scrooge",23,1958,9,1958,10,31
"The Watchful Parents","Comics and Stories",228,1959,9,1958,11,10
"The Wax Museum","Comics and Stories",231,1959,12,1958,11,17
"The Paul Bunyan Machine","Uncle Scrooge",28,1959,12,1958,12,15
"Knights of the Flying Sleds","Comics and Stories",233,1960,2,1959,1,2
"The Witching Stick","Uncle Scrooge",28,1959,12,1959,1,16
"The Inventors' Contest","Uncle Scrooge",28,1959,12,1959,1,16
"Oodles of Oomph","Uncle Scrooge",29,1960,3,1959,4,20
"The Master Glasser","Donald Duck",68,1959,11,1959,5,20
"The Money Hat","Uncle Scrooge",28,1959,12,1959,5,20
"Island in the Sky","Uncle Scrooge",29,1960,3,1959,6,15
"Under the Polar Ice","Comics and Stories",232,1960,1,1959,7,11
"Hound of the Whiskervilles","Uncle Scrooge",29,1960,3,1959,7,11
"Riding the Pony Express","Comics and Stories",234,1960,3,1959,8,17
"Want to Buy an Island?","Comics and Stories",235,1960,4,1959,9,28
"Froggy Farmer","Comics and Stories",236,1960,5,1959,10,14
"Pipeline to Danger","Uncle Scrooge",30,1960,6,1959,11,13
"Yoicks! The Fox!","Uncle Scrooge",30,1960,6,1959,12,9
"War Paint","Uncle Scrooge",30,1960,6,1959,12,9
"The Dog-sitter","Comics and Stories",238,1960,7,1960,1,7
"Mystery of the Loch","Comics and Stories",237,1960,6,1960,1,15
"The Village Blacksmith","Comics and Stories",239,1960,8,1960,1,15
"The Fraidy Falcon","Comics and Stories",240,1960,9,1960,1,15
"All at Sea","Uncle Scrooge",31,1960,9,1960,2,12
"Fishy Warden","Uncle Scrooge",31,1960,9,1960,2,16
"Two-Way Luck","Uncle Scrooge",31,1960,9,1960,2,26
"Balloonatics","Comics and Stories",242,1960,11,1960,3,11
"Turkey Trouble","Comics and Stories",243,1960,12,1960,4,11
"Missile Fizzle","Comics and Stories",244,1961,1,1960,4,11
"Rocks to Riches","Comics and Stories",241,1960,10,1960,4,18
"Sitting High","Comics and Stories",245,1961,2,1960,4,18
"That's No Fable!","Uncle Scrooge",32,1960,12,1960,5,12
"Clothes Make the Duck","Uncle Scrooge",32,1960,12,1960,5,17
"That Small Feeling","Uncle Scrooge",32,1960,12,1960,6,13
"The Madcap Mariner","Comics and Stories",247,1961,4,1960,7,11
"Terrible Tourist","Comics and Stories",248,1961,5,1960,7,11
"A Thrift Gift","Uncle Scrooge",32,1960,12,1960,7,18
"Lost Frontier","Comics and Stories",246,1961,3,1960,7,18
"You Can't Win","Uncle Scrooge",33,1961,3,1960,8,15
"Billions in the Hole","Uncle Scrooge",33,1961,3,1960,9,3
"Bongo on the Congo","Uncle Scrooge",33,1961,3,1960,9,12
"Stranger than Fiction","Comics and Stories",249,1961,6,1960,10,31
"Boxed-In","Comics and Stories",250,1961,7,1960,11,12
"Chugwagon Derby","Uncle Scrooge",34,1961,6,1960,11,16
"Mythtic Mystery","Uncle Scrooge",34,1961,6,1960,12,10
"Wily Rival","Uncle Scrooge",34,1961,6,1960,12,10
"Duck Luck","Comics and Stories",251,1961,8,1960,12,28
"Mr. Private Eye","Comics and Stories",252,1961,9,1961,1,10
"Hound Hounder","Comics and Stories",253,1961,10,1961,1,16
"The Golden Nugget Boat","Uncle Scrooge",35,1961,9,1961,2,16
"Fast Away Castaway","Uncle Scrooge",35,1961,9,1961,2,24
"Gift Lion","Uncle Scrooge",35,1961,9,1961,2,24
"Jet Witch","Comics and Stories",254,1961,11,1961,3,13
"Boat Buster","Comics and Stories",255,1961,12,1961,3,20
"The Midas Touch","Uncle Scrooge",36,1961,12,1961,4,17
"Money Bag Goat","Uncle Scrooge",36,1961,12,1961,5,3
"Duckburg's Day of Peril","Uncle Scrooge",36,1961,12,1961,5,3
"Northeaster on Cape Quack","Comics and Stories",256,1962,1,1961,5,17
"Movie Mad","Comics and Stories",257,1962,2,1961,6,5
"Ten-Cent Valentine","Comics and Stories",258,1962,3,1961,6,14
"Cave of Ali Baba","Uncle Scrooge",37,1962,3,1961,7,7
"Deep Down Doings","Uncle Scrooge",37,1962,3,1961,7,13
"The Great Pop Up","Uncle Scrooge",37,1962,3,1961,8,22
"Jungle Bungle","Comics and Stories",259,1962,4,1961,9,14
"Merry Ferry","Comics and Stories",260,1962,5,1961,9,19
"The Unsafe Safe","Uncle Scrooge",38,1962,6,1961,10,11
"Much Luck McDuck","Uncle Scrooge",38,1962,6,1961,10,16
"Uncle Scrooge - Monkey Business","Uncle Scrooge",38,1962,6,1961,11,1
"Collection Day","Uncle Scrooge",38,1962,6,1961,11,1
"Seeing is Believing","Uncle Scrooge",38,1962,6,1961,11,1
"Playmates","Uncle Scrooge",38,1962,6,1961,11,1
"Rags to Riches","Comics and Stories",262,1962,7,1961,11,1
"Art Appreciation","Uncle Scrooge",39,1962,9,1961,11,1
"Flowers Are Flowers","Uncle Scrooge",54,1964,12,1961,11,1
"Madcap Inventors","Uncle Scrooge",38,1962,6,1961,11,3
"Medaling Around","Comics and Stories",261,1962,6,1961,11,16
"Way Out Yonder","Comics and Stories",262,1962,7,1961,12,5
"The Candy Kid","Comics and Stories",263,1962,8,1961,12,13
"A Spicy Tale","Uncle Scrooge",39,1962,9,1962,1,15
"Finny Fun","Uncle Scrooge",39,1962,9,1962,1,15
"Getting the Bird","Uncle Scrooge",39,1962,9,1962,1,15
"Nest Egg Collector","Uncle Scrooge",39,1962,9,1962,1,15
"Million-Dollar Shower","Comics and Stories",297,1965,6,1962,1,15
"Tricky Experiment","Uncle Scrooge",39,1962,9,1962,2,5
"Master Wrecker","Comics and Stories",264,1962,9,1962,2,9
"Raven Mad","Comics and Stories",265,1962,10,1962,2,17
"Stalwart Ranger","Comics and Stories",266,1962,11,1962,3,5
"Log Jockey","Comics and Stories",267,1962,12,1962,3,15
"Snow Duster","Uncle Scrooge",41,1963,3,1962,3,19
"Oddball Odyssey","Uncle Scrooge",40,1963,1,1962,4,12
"Posthasty Postman","Uncle Scrooge",40,1963,1,1962,4,18
"The Status Seeker","Uncle Scrooge",41,1963,3,1962,5,16
"A Matter of Factory","Comics and Stories",269,1963,2,1962,6,-1
"Christmas Cheers","Comics and Stories",268,1963,1,1962,6,4
"The Jinxed Jalopy Race","Comics and Stories",270,1963,3,1962,6,25
"For Old Dime's Sake","Uncle Scrooge",43,1963,7,1962,7,16
"A Stone's Throw from Ghost Town","Comics and Stories",271,1963,4,1962,8,11
"Spare That Hair","Comics and Stories",272,1963,5,1962,8,15
"A Duck's-eye View of Europe","Comics and Stories",273,1963,6,1962,8,27
"The Case of the Sticky Money","Uncle Scrooge",42,1963,5,1962,9,17
"Dueling Tycoons","Uncle Scrooge",42,1963,5,1962,9,24
"Wishful Excess","Uncle Scrooge",42,1963,5,1962,9,24
"Sidewalk of the Mind","Uncle Scrooge",42,1963,5,1962,9,24
"No Bargain","Uncle Scrooge",47,1964,2,1962,9,24
"Up and at It","Uncle Scrooge",47,1964,2,1962,9,24
"Gall of the Wild","Comics and Stories",274,1963,7,1962,10,10
"Zero Hero","Comics and Stories",275,1963,8,1962,10,29
"Beach Boy","Comics and Stories",276,1963,9,1962,11,13
"Crown of the Mayas","Uncle Scrooge",44,1963,8,1962,12,10
"The Invisible Intruder","Uncle Scrooge",44,1963,8,1962,12,26
"Isle of Golden Geese","Uncle Scrooge",45,1963,10,1963,1,28
"The Travel Tightwad","Uncle Scrooge",45,1963,10,1963,2,7
"The Duckburg Pet Parade","Comics and Stories",277,1963,10,1963,3,7
"A Helper's Helping Hand","Uncle Scrooge",46,1963,12,1963,3,19
"Have Gun, Will Dance","Comics and Stories",278,1963,11,1963,4,11
"Lost Beneath the Sea","Uncle Scrooge",46,1963,12,1963,5,27
"The Lemonade Fling","Uncle Scrooge",46,1963,12,1963,6,4
"Fireman Scrooge","Uncle Scrooge",46,1963,12,1963,6,7
"Saved by the Bag!","Uncle Scrooge",54,1964,12,1963,6,7
"Once Upon a Carnival","Comics and Stories",279,1963,12,1963,7,1
"Double Masquerade","Comics and Stories",280,1964,1,1963,7,15
"Man Versus Machine","Uncle Scrooge",47,1964,2,1963,7,22
"Ticking Detector","Uncle Scrooge",55,1965,2,1963,8,3
"It Happened One Winter","Uncle Scrooge",61,1966,1,1963,8,3
"The Thrifty Spendthrift","Uncle Scrooge",47,1964,2,1963,8,14
"Feud and Far Between","Comics and Stories",281,1964,2,1963,8,26
"Bubbleweight Champ","Comics and Stories",282,1964,3,1963,9,9
"Jonah Gyro","Uncle Scrooge",48,1964,3,1963,9,16
"The Many Faces of Magica de Spell","Uncle Scrooge",48,1964,3,1963,10,5
"Cap'n Blight's Mystery Ship","Comics and Stories",283,1964,4,1963,10,29
"The Loony Lunar Gold Rush","Uncle Scrooge",49,1964,5,1963,11,12
"The Olympian Torch Bearer","Comics and Stories",286,1964,7,1963,12,3
"Rug Riders in the Sky","Uncle Scrooge",50,1964,7,1963,12,26
"How Green Was My Lettuce","Uncle Scrooge",51,1964,8,1964,1,18
"The Great Wig Mystery","Uncle Scrooge",52,1964,9,1964,2,19
"Hero of the Dike","Comics and Stories",288,1964,9,1964,3,6
"Interplanetary Postman","Uncle Scrooge",53,1964,10,1964,3,27
"Unfriendly Enemies","Comics and Stories",289,1964,10,1964,4,6
"The Billion Dollar Safari","Uncle Scrooge",54,1964,12,1964,5,11
"Delivery Dilemma","Comics and Stories",291,1964,12,1964,5,25
"Instant Hercules","Comics and Stories",292,1965,1,1964,6,11
"McDuck of Arabia","Uncle Scrooge",55,1965,2,1964,7,13
"Mystery of the Ghost Town Railroad","Uncle Scrooge",56,1965,3,1964,8,31
"Duck Out of Luck","Comics and Stories",294,1965,3,1964,9,17
"The Lock Out","Uncle Scrooge",57,1965,5,1964,9,19
"The Bigger the Beggar","Uncle Scrooge",57,1965,5,1964,9,28
"Plummeting with Precision","Uncle Scrooge",57,1965,5,1964,9,28
"Snake Take","Uncle Scrooge",57,1965,5,1964,9,28
"The Swamp of No Return","Uncle Scrooge",57,1965,5,1964,10,30
"Monkey Business","Comics and Stories",297,1965,6,1964,11,16
"The Giant Robot Robbers","Uncle Scrooge",58,1965,7,1964,12,13
"Laundry for Less","Uncle Scrooge",58,1965,7,1964,12,21
"Long Distance Collision","Uncle Scrooge",58,1965,7,1964,12,21
"Top Wages","Uncle Scrooge",61,1966,1,1964,12,21
"North of the Yukon","Uncle Scrooge",59,1965,9,1965,1,25
"Down for the Count","Uncle Scrooge",61,1966,1,1965,2,1
"Wasted Words","Uncle Scrooge",61,1966,1,1965,2,8
"The Phantom of Notre Duck","Uncle Scrooge",60,1965,11,1965,3,4
"So Far and No Safari","Uncle Scrooge",61,1966,1,1965,4,1
"The Queen of the Wild Dog Pack","Uncle Scrooge",62,1966,3,1965,5,12
"House of Haunts","Uncle Scrooge",63,1966,5,1965,8,3
"Treasure of Marco Polo","Uncle Scrooge",64,1966,7,1965,10,13
"The Beauty Business","Comics and Stories",308,1966,5,1965,11,16
"Micro-Ducks from Outer Space","Uncle Scrooge",65,1966,9,1965,12,7
"The Not-so-Ancient Mariner","Comics and Stories",312,1966,9,1966,1,5
"The Heedless Horseman","Uncle Scrooge",66,1966,11,1966,2,15
"Hall of the Mermaid Queen","Uncle Scrooge",68,1967,3,1966,4,13
"The Doom Diamond","Uncle Scrooge",70,1967,7,1966,5,19
"The Cattle King","Uncle Scrooge",69,1967,5,1966,5,27
"King Scrooge the First","Uncle Scrooge",71,1967,10,1966,6,22
"News from Afar","Uncle Scrooge",25,1959,3,-1,-1,-1
"Rainbow's End","Donald Duck",71,1960,5,-1,-1,-1
"The Homey Touch","Uncle Scrooge",32,1960,12,-1,-1,-1
"Turnabout","Uncle Scrooge",32,1960,12,-1,-1,-1
"Pawns of the Loup Garou","Donald Duck",117,1968,1,-1,-1,-1
